id,toxic,severe_toxic,obscene,threat,insult,identity_hate
002af5c4c7f08722,0.0,0.0,0.0,0.0,0.0,0.0
002eef919d2f8410,0.0,0.0,0.0,0.0,0.0,0.0
003044a2c35274b6,1.0,0.0,0.0,0.0,0.0,0.0
0030a3760c6e27f3,0.0,0.0,0.0,0.0,0.0,0.0
0030e3ba49006440,0.0,0.0,0.0,0.0,0.0,0.0
0031c900f2018470,0.0,0.0,0.0,0.0,0.0,0.0
0031d0649f4a266b,0.0,0.0,0.0,0.0,0.0,0.0
00325303c23588a4,0.0,0.0,0.0,0.0,0.0,0.0
003260a50813dba9,0.0,0.0,0.0,0.0,0.0,0.0
00372dfdd531fc6c,0.0,0.0,0.0,0.0,0.0,0.0
003c73565c434b4b,0.0,0.0,0.0,0.0,0.0,0.0
003d82f5e461ad76,0.0,0.0,0.0,0.0,0.0,0.0
003d8674aeeec5ec,0.0,0.0,0.0,0.0,0.0,0.0
003deb1d3dff6793,0.0,0.0,0.0,0.0,0.0,0.0
003fcf8c7df1b038,0.0,0.0,0.0,0.0,0.0,0.0
00418320f2620bac,0.0,0.0,0.0,0.0,0.0,0.0
00419d13372bdd27,0.0,0.0,0.0,0.0,0.0,0.0
0041dc272b8579a9,0.0,0.0,0.0,0.0,0.0,0.0
004278af07e050ea,0.0,0.0,0.0,0.0,0.0,0.0
0043b6e76433c3b6,0.0,0.0,0.0,0.0,0.0,0.0
004515df90b06ef9,0.0,0.0,0.0,0.0,0.0,0.0
004540f1a3bba137,0.0,0.0,0.0,0.0,0.0,0.0
0046f41333aebfe7,0.0,0.0,0.0,0.0,0.0,0.0
00499c7740639d54,0.0,0.0,0.0,0.0,0.0,0.0
004a5c6fc6ad7ee1,0.0,0.0,0.0,0.0,0.0,0.0
0052080181d4bb59,0.0,0.0,0.0,0.0,0.0,0.0
00525672cc446424,0.0,0.0,0.0,0.0,0.0,0.0
00531c5e44a0f7b1,0.0,0.0,0.0,0.0,0.0,0.0
0057d0636238fbdc,0.0,0.0,0.0,0.0,0.0,0.0
00584a461ec2bb9c,0.0,0.0,0.0,0.0,0.0,0.0
005875658c15a8dc,0.0,0.0,0.0,0.0,0.0,0.0
00587ac3969af38c,0.0,0.0,0.0,0.0,0.0,0.0
005bb8c85ea8239c,0.0,0.0,0.0,0.0,0.0,0.0
005bd529d8419f82,0.0,0.0,0.0,0.0,0.0,0.0
005cb5a153394bf7,0.0,0.0,0.0,0.0,0.0,0.0
005d4e5881163749,0.0,0.0,0.0,0.0,0.0,0.0
005dc750df10832c,0.0,0.0,0.0,0.0,0.0,0.0
005f47397e07e12f,0.0,0.0,0.0,0.0,0.0,0.0
005fcbdbea0017f7,0.0,0.0,0.0,0.0,0.0,0.0
0060bb88a6a19887,0.0,0.0,0.0,0.0,0.0,0.0
00628908eb19d174,0.0,0.0,0.0,0.0,0.0,0.0
0062f4a9f84afcd6,0.0,0.0,0.0,0.0,0.0,0.0
0064b4200305c664,0.0,0.0,0.0,0.0,0.0,0.0
0065324079670f4d,0.0,0.0,0.0,0.0,0.0,0.0
006622a9f635ace3,0.0,0.0,0.0,0.0,0.0,0.0
0069e74a5302bf10,0.0,0.0,0.0,0.0,0.0,0.0
006a703e116e7ee8,0.0,0.0,0.0,0.0,0.0,0.0
006beb8649b70d99,0.0,0.0,0.0,0.0,0.0,0.0
006c132f3df89e6e,0.0,0.0,0.0,0.0,0.0,0.0
006d7b5d3ad1e8d6,0.0,0.0,0.0,0.0,0.0,0.0
006ef62bc69dbda6,0.0,0.0,0.0,0.0,0.0,0.0
006f1b719aa6010b,0.0,0.0,0.0,0.0,0.0,0.0
007009b9d4b62e19,0.0,0.0,0.0,0.0,0.0,0.0
007021b91a4a3cf7,0.0,0.0,0.0,0.0,0.0,0.0
0071940212267fea,0.0,0.0,0.0,0.0,0.0,0.0
0072b9c3697ab8cc,0.0,0.0,0.0,0.0,0.0,0.0
0072f0af33e59b26,0.0,0.0,0.0,0.0,0.0,0.0
0074e9e50532d8fa,0.0,0.0,0.0,0.0,0.0,0.0
00755db353a12f44,0.0,0.0,0.0,0.0,0.0,0.0
0075651cd329225d,0.0,0.0,0.0,0.0,0.0,0.0
00760322e8084f55,0.0,0.0,0.0,0.0,0.0,0.0
00772869541790fe,0.0,0.0,0.0,0.0,0.0,0.0
0078e03e2556b416,0.0,0.0,0.0,0.0,0.0,0.0
007931b28cca3e85,0.0,0.0,0.0,0.0,0.0,0.0
007ab9116b865d64,0.0,0.0,0.0,0.0,0.0,0.0
007aec85ba5ab379,0.0,0.0,0.0,0.0,0.0,0.0
007b7700996e28f1,0.0,0.0,0.0,0.0,0.0,0.0
007d75123ac09c87,0.0,0.0,0.0,0.0,0.0,0.0
007e9c51523a40f2,0.0,0.0,0.0,0.0,0.0,0.0
007f127a7114cb74,0.0,0.0,0.0,0.0,0.0,0.0
007f4366a62d5970,0.0,0.0,0.0,0.0,0.0,0.0
008171d59b2f6949,0.0,0.0,0.0,0.0,0.0,0.0
0081b14d79f54b31,0.0,0.0,0.0,0.0,0.0,0.0
00842d1024b19972,0.0,0.0,0.0,0.0,0.0,0.0
0085bb3cfa3babc6,0.0,0.0,0.0,0.0,0.0,0.0
00881f5dfc5626a1,0.0,0.0,0.0,0.0,0.0,0.0
008aefc9605919fb,0.0,0.0,0.0,0.0,0.0,0.0
008b8db2b48dc0b5,0.0,0.0,0.0,0.0,0.0,0.0
008be84e2a8476de,0.0,0.0,0.0,0.0,0.0,0.0
008c3875d1e3db70,0.0,0.0,0.0,0.0,0.0,0.0
008d544fc61fb478,0.0,0.0,0.0,0.0,0.0,0.0
008eb47c4684d190,0.0,0.0,0.0,0.0,0.0,0.0
009361ecb09ca541,0.0,0.0,0.0,0.0,0.0,0.0
00940e2afabcd625,0.0,0.0,0.0,0.0,0.0,0.0
00941d55104fbd87,0.0,0.0,0.0,0.0,0.0,0.0
00950acfec3911fe,0.0,0.0,0.0,0.0,0.0,0.0
00950f0fae33869f,0.0,0.0,0.0,0.0,0.0,0.0
0095e2f6797e9b88,0.0,0.0,0.0,0.0,0.0,0.0
009658dc3a37e669,0.0,0.0,0.0,0.0,0.0,0.0
00966e21a96759a4,0.0,0.0,0.0,0.0,0.0,0.0
0096a7935b878320,0.0,0.0,0.0,0.0,0.0,0.0
00970834255b5d67,0.0,0.0,0.0,0.0,0.0,0.0
00978e3b8f542b9b,0.0,0.0,0.0,0.0,0.0,0.0
00991697be5ed76a,0.0,0.0,0.0,0.0,0.0,0.0
0099cb91111b42ef,0.0,0.0,0.0,0.0,0.0,0.0
0099d1b53935a4f4,0.0,0.0,0.0,0.0,0.0,0.0
009ba60f01432c26,0.0,0.0,0.0,0.0,0.0,0.0
009c9e3ef568aefb,0.0,0.0,0.0,0.0,0.0,0.0
009d713f2af2ad50,0.0,0.0,0.0,0.0,0.0,0.0
009eb09483e46b77,0.0,0.0,0.0,0.0,0.0,0.0
009f03897f22b7a7,0.0,0.0,0.0,0.0,0.0,0.0
00a00728aa99a582,0.0,0.0,0.0,0.0,0.0,0.0
00a07ba2a7e7ea19,0.0,0.0,0.0,0.0,0.0,0.0
00a34c46213caab9,0.0,0.0,0.0,0.0,0.0,0.0
00a475913f684e36,0.0,0.0,0.0,0.0,0.0,0.0
00a5f35a6bd85da5,0.0,0.0,0.0,0.0,0.0,0.0
00a74b2b2b85cb17,0.0,0.0,0.0,0.0,0.0,0.0
00a7a3ddf7f5878b,0.0,0.0,0.0,0.0,0.0,0.0
00a7b8f665496302,0.0,0.0,0.0,0.0,0.0,0.0
00a858641647ace9,0.0,0.0,0.0,0.0,0.0,0.0
00ac1c2ef1f700f0,0.0,0.0,0.0,0.0,0.0,0.0
00ace04912f84306,0.0,0.0,0.0,0.0,0.0,0.0
00ad0323d9b31f21,0.0,0.0,0.0,0.0,0.0,0.0
00ad5a7363b9563c,0.0,0.0,0.0,0.0,0.0,0.0
00ade84de7dcf996,0.0,0.0,0.0,0.0,0.0,0.0
00ae4845fb54114c,0.0,0.0,0.0,0.0,0.0,0.0
00ae5c763bca3cee,0.0,0.0,0.0,0.0,0.0,0.0
00ae9d18545a8c16,0.0,0.0,0.0,0.0,0.0,0.0
00af4bc0412fc6fa,0.0,0.0,0.0,0.0,0.0,0.0
00b1d1e436efc9b5,0.0,0.0,0.0,0.0,0.0,0.0
00b3813b966af7e8,0.0,0.0,0.0,0.0,0.0,0.0
00b553377d7d9832,0.0,0.0,0.0,0.0,0.0,0.0
00b5a437917e8994,0.0,0.0,0.0,0.0,0.0,0.0
00b68ad3b5608c61,0.0,0.0,0.0,0.0,0.0,0.0
00b8c20aae3a3172,0.0,0.0,0.0,0.0,0.0,0.0
00b8ce2634736c91,0.0,0.0,0.0,0.0,0.0,0.0
00b99df10f7b0058,0.0,0.0,0.0,0.0,0.0,0.0
00baba1768d3b7fb,0.0,0.0,0.0,0.0,0.0,0.0
00bbaedc072b0d95,0.0,0.0,0.0,0.0,0.0,0.0
00bc58bfddedee17,0.0,0.0,0.0,0.0,0.0,0.0
00bc81c8feddad5a,0.0,0.0,0.0,0.0,0.0,0.0
00bcfa4c0af364e0,0.0,0.0,0.0,0.0,0.0,0.0
00bd66c9ef023f41,0.0,0.0,0.0,0.0,0.0,0.0
00bd73bc3851fc52,0.0,0.0,0.0,0.0,0.0,0.0
00bdb71dbe1928ff,0.0,0.0,0.0,0.0,0.0,0.0
00beaf985926d722,0.0,0.0,0.0,0.0,0.0,0.0
00bed655b5465fe8,0.0,0.0,0.0,0.0,0.0,0.0
00bee0148b44976e,0.0,0.0,0.0,0.0,0.0,0.0
00bf582e21b0f515,0.0,0.0,0.0,0.0,0.0,0.0
00bfb2da95778a19,0.0,0.0,0.0,0.0,0.0,0.0
00c0239ad67647a2,0.0,0.0,0.0,0.0,0.0,0.0
00c046cb3a07cd38,0.0,0.0,0.0,0.0,0.0,0.0
00c056846749159a,0.0,0.0,0.0,0.0,0.0,0.0
00c070a4753b0fa3,0.0,0.0,0.0,0.0,0.0,0.0
00c0c355b819c5c2,0.0,0.0,0.0,0.0,0.0,0.0
00c33a48ebd3ae81,0.0,0.0,0.0,0.0,0.0,0.0
00c51e9624561017,0.0,0.0,0.0,0.0,0.0,0.0
00c7134e4853d15c,0.0,0.0,0.0,0.0,0.0,0.0
00c8d5a33c6a7b2f,0.0,0.0,0.0,0.0,0.0,0.0
00cb17575d610e9b,,,,,,
00cbaa698658db93,,,,,,
00cbc079f3be0661,,,,,,
00cce03a936b2f15,,,,,,
00cd1030c4bba2db,,,,,,
00cdc8839cd25c6a,,,,,,
00cf42a303310e5b,,,,,,
00cf862de0929a0d,,,,,,
00cfd946fcc6f8ed,,,,,,
00d1f3c7d05d2cc1,,,,,,
00d249ce16467afd,,,,,,
00d28e652c955927,,,,,,
00d37effb6d090db,,,,,,
00d57b29c91e12e4,,,,,,
00d7f0eb5cb39817,,,,,,
00d85af192f8bb8d,,,,,,
00daceec23dfcf6d,,,,,,
00dc5e1c26ad4f0a,,,,,,
00dc76891bff594a,,,,,,
00de8a9cd02ead94,,,,,,
00defb8436ae67f5,,,,,,
00df15b89bb602f7,,,,,,
00df95c6e27f2c84,,,,,,
00dfada94844220d,,,,,,
00e04e5baea17bbb,,,,,,
00e241b734ce3a5f,,,,,,
00e25e9a4033f710,,,,,,
00e26a25224a42fc,,,,,,
00e2eaad1c2bf049,,,,,,
00e3f344cc9fef4a,,,,,,
00e443af94ec9e5f,,,,,,
00e63294ad6bd4d7,,,,,,
00e7b4494b17493d,,,,,,
00e7cda69b598e91,,,,,,
00e8e19baaa1891f,,,,,,
00e9df65f18ff86b,,,,,,
00eb84c5fcf528c6,,,,,,
00ee674e6c4017ff,,,,,,
00f04287ddb123d8,,,,,,
00f0730335f76284,,,,,,
00f0f5160a5d60b1,,,,,,
00f14576e729af5e,,,,,,
00f294c53a1daba6,,,,,,
00f2c330b028071a,,,,,,
00f35270f5811824,,,,,,
00f496156c7ace6b,,,,,,
00f4c4e654a41594,,,,,,
00f5961a75d3ed4e,,,,,,
00f71457fa67558f,,,,,,
00f7c652f9395ad2,,,,,,
00f815db824089df,,,,,,
00fa6f5aa87501ea,,,,,,
00fcefbf22325873,,,,,,
00ffc27a419201de,,,,,,
0100ec69382951cf,,,,,,
01014be79661150e,,,,,,
0102063eba917e84,,,,,,
0102d927195b3228,,,,,,
0103d9680133eed3,,,,,,
01045060d37a7a06,,,,,,
0107cf656a9c6b5c,,,,,,
0108e1b7a2eeec79,,,,,,
010c2a979fab2e3f,,,,,,
010cb1b97a1e7aac,,,,,,
010e7a11ea1b838b,,,,,,
010ed76f08f1eb63,,,,,,
01123ff2047b93e7,,,,,,
0112a5434f259543,,,,,,
0113b73e0b5168d8,,,,,,
0113e474b8eb9407,,,,,,
0114d23ab81d9c63,,,,,,
0115106609845c3b,,,,,,
0115c1533e83637c,,,,,,
0116778d9a126d4b,,,,,,
0117015ec4c12286,,,,,,
011841765d69a22e,,,,,,
0118f7ea375be714,,,,,,
0119b25f6b72bae0,,,,,,
0119d6a08ea286c9,,,,,,
011b51b386c60373,,,,,,
011c66c760f06436,,,,,,
011ef0350f96a6a0,,,,,,
011f528e733ee014,,,,,,
0120afbdca1e18dc,,,,,,
0121f89898790454,,,,,,
0122538b45e8dd56,,,,,,
0122c427b6800636,,,,,,
0122cd5f826207ce,,,,,,
01231ff69280665d,,,,,,
01235dfed8b478f9,,,,,,
0123f7c07bedbf0d,,,,,,
0124423d49c95a01,,,,,,
01248dc64397eeea,,,,,,
01264a2810bc4af9,,,,,,
012714cce6eb70e5,,,,,,
012731c65e0f4134,,,,,,
012973e2771816f7,,,,,,
0129ab10055439ce,,,,,,
0129ac839d78976e,,,,,,
012f07c024127807,,,,,,
01300195ad0237d5,,,,,,
0131294e4fcea7a1,,,,,,
0132d4c88b3369f4,,,,,,
0134382846acc46f,,,,,,
0134c275457df9e0,,,,,,
0135f14da5942748,,,,,,
0137ae56816b36fa,,,,,,
0137afba18287c63,,,,,,
01381e7421ea8a75,,,,,,
0138c1892360442e,,,,,,
013b1a8a5a4b3b06,,,,,,
013b3ddc2ad4e259,,,,,,
013ced406e0debc9,,,,,,
013e0243bf44de26,,,,,,
013e1b7e48e88ead,,,,,,
013e8950c4c2f006,,,,,,
013f07bf8b6b1a7f,,,,,,
014054d393c51165,,,,,,
0142392ccfaf1afa,,,,,,
01423c6a7e307a39,,,,,,
0142b5abd8afc286,,,,,,
01458e1707582c48,,,,,,
0145b9b3d5a03f12,,,,,,
014792aa1faaa590,,,,,,
0147a6d8d95da7c8,,,,,,
01489792a575b1db,,,,,,
0148f6939e751cb4,,,,,,
014907f92219c751,,,,,,
014a22a55af8dc32,,,,,,
014a6973c0e52b88,,,,,,
014a9dafac3a92a4,,,,,,
014c2d8307d7ed7b,,,,,,
014edbfdee84c2e1,,,,,,
015017ec394a264e,,,,,,
01515b1e64cbb3c4,,,,,,
015160a624805ab5,,,,,,
015161301c1e6868,,,,,,
015303b4549e1e44,,,,,,
01533b362ba8c4a2,,,,,,
0154cc14f8f2a23b,,,,,,
0155555531c8773b,,,,,,
0155d282a0ae2760,,,,,,
01563e63e55a1cca,,,,,,
01568d4d84e72ad0,,,,,,
0156b961ccea2858,,,,,,
01583c494eaead6c,,,,,,
015993840d7dd4f1,,,,,,
015bbbf22fba4c54,,,,,,
015c103d2ce02f6e,,,,,,
015c182136e881ae,,,,,,
015ebdf7498d3955,,,,,,
015ec956122e1bae,,,,,,
01609bc52c061fbf,,,,,,
0160a0bd76873a14,,,,,,
0162066f96c40200,,,,,,
0162c8bd1ee3ae2b,,,,,,
0164123c08c9fcbd,,,,,,
0167520e098406d7,,,,,,
01680b05bde74236,,,,,,
0168364ae22d4cc2,,,,,,
01683b2e553e0503,,,,,,
0169e612340bdfa2,,,,,,
016b04b70538f55d,,,,,,
016bf0790d43acb9,,,,,,
016bf6df396e6626,,,,,,
016bfb52f17ef26c,,,,,,
016ccf2aa9ff18b0,,,,,,
016da4c4c4a82ba3,,,,,,
016eb6aa1b920826,,,,,,
017142df13cdf735,,,,,,
01717a7db1afdd0d,,,,,,
0171b466fa40d87c,,,,,,
01731103b7850e5b,,,,,,
017319eb69e7846b,,,,,,
0173dd710621e443,,,,,,
0174149ae3f6437c,,,,,,
0176ef39019262b1,,,,,,
017852372ad85be2,,,,,,
0179189048e1d858,,,,,,
01795e418bc31027,,,,,,
017b30293512bc67,,,,,,
017cd1016093f2f7,,,,,,
017dcba8ba64c529,,,,,,
017eee07115cd868,,,,,,
017f8543f378d7f3,,,,,,
017fca1c2ef4d277,,,,,,
01809aa3e3036fd2,,,,,,
0180be6450ef315a,,,,,,
018252f59c43730d,,,,,,
01834616b403654c,,,,,,
0184253533dfd16c,,,,,,
0185ac72a68744d8,,,,,,
01861d48e5c9e7c0,,,,,,
018c408b7f5df7a9,,,,,,
018da48d17a13be2,,,,,,
0190a1dc3d243eb1,,,,,,
0191179e8af4f773,,,,,,
01925347e9fad23f,,,,,,
0192e3c7e75e272e,,,,,,
0193732eb340a943,,,,,,
01953ce07a95be75,,,,,,
0196398121c8145f,,,,,,
0196d833e95970d2,,,,,,
0196edbfdbd1741c,,,,,,
01988cff2b06c3e0,,,,,,
0198962c5435a061,,,,,,
0198ba1362d90509,,,,,,
01991332fdc77fa0,,,,,,
0199b4130247b233,,,,,,
0199e248a8efdce7,,,,,,
019ec7684863d0d7,,,,,,
019f1ac430b0bcb7,,,,,,
01a1cb25f8fb60be,,,,,,
01a3b93459bf2207,,,,,,
01a486143daf1fc6,,,,,,
01a4d1dbf1b17994,,,,,,
01a52422bdbd1cf5,,,,,,
01a55d1b91b5afd9,,,,,,
01a5f85d7cb01748,,,,,,
01a6215bdbd7298a,,,,,,
01a72cb813b1508f,,,,,,
01a73baf9de5a5f8,,,,,,
01a794e35a87c751,,,,,,
01a8471f02a694b2,,,,,,
01a88837abb0119d,,,,,,
01a89cad34d14eee,,,,,,
01a9ebf72533595b,,,,,,
01aa8fb1bff7e5cd,,,,,,
01ad4ccccec8c8ad,,,,,,
01adb423b7547078,,,,,,
01ae75b51c6f104d,,,,,,
01aeddeab0ac923d,,,,,,
01af3330d7f530e0,,,,,,
01afcfda9587d3e4,,,,,,
01afd8b0a88a7b33,,,,,,
01b0bcdfab21019e,,,,,,
01b2020a591e51e0,,,,,,
01b3bcfa50af3e68,,,,,,
01b44755442cf8ad,,,,,,
01b4d739dc228219,,,,,,
01b508e8d9bcb0f0,,,,,,
01b61a5a8cab9bbf,,,,,,
01b85ab3638dc00c,,,,,,
01ba472e48b261d8,,,,,,
01bb6d3defb1f068,,,,,,
01bb8d2077e26ad8,,,,,,
01bbd61f5c4771a4,,,,,,
01bbf0ef61bef387,,,,,,
01bc25592f9c0421,,,,,,
01bfe966bf8ebbe6,,,,,,
01c11d7def9a35df,,,,,,
01c25e88206884b0,,,,,,
01c2b61abc1137b2,,,,,,
01c42c5cc9932e3d,,,,,,
01c4643097d57a61,,,,,,
01c4e38cbc699293,,,,,,
01c4e7b9ec951e51,,,,,,
01c5284793bde158,,,,,,
01c56198e86b8f14,,,,,,
01c6333adb815769,,,,,,
01c6f5f76d8d2ce6,,,,,,
01c75791e712fa9e,,,,,,
01c84f4cd842a975,,,,,,
01c852defadfff72,,,,,,
01c8fe386b6fb26b,,,,,,
01c9883207557452,,,,,,
01c9a4e40ef520b3,,,,,,
01c9c956d75ec360,,,,,,
01cac85c44351b5f,,,,,,
01cad9ab6e851cc1,,,,,,
01cafe74a7fad54b,,,,,,
01cc4c2e02db9619,,,,,,
01ccaf0c101ac07c,,,,,,
01cfb57446bc64c0,,,,,,
01d2cc6683c5578f,,,,,,
01d3f248592adad0,,,,,,
01d42137964b60e9,,,,,,
01d4c415489cd3e3,,,,,,
01d5959d266dfba7,,,,,,
01d764cddf2d643c,,,,,,
01d7f8230ed868ab,,,,,,
01d84782f4ee4e03,,,,,,
01d972d33d1d9473,,,,,,
01dcc2f170468709,,,,,,
01dd12f5c12feb5c,,,,,,
01deecf39f418541,,,,,,
01df9a774ddfa205,,,,,,
01dfd683d870d1d0,,,,,,
01e07031dd57eed5,,,,,,
01e297c92a10ff9e,,,,,,
01e495446b7d9569,,,,,,
01e57b0259a6cf43,,,,,,
01e76dd77f024bf2,,,,,,
01e7c06f2adff68e,,,,,,
01e872bc75cd467e,,,,,,
01ea867d99fd1a23,,,,,,
01ead8bfe53f494f,,,,,,
01ebe281e2ab6991,,,,,,
01ecff099405aef8,,,,,,
01eee94fa1fdca02,,,,,,
01ef0facbfec9010,,,,,,
01f0f6dd751712ee,,,,,,
01f1562bc0ed8741,,,,,,
01f1bd84528de779,,,,,,
01f35850e5b74edc,,,,,,
01f359ea595e6a12,,,,,,
01f555f077058a4a,,,,,,
01f65be0449498fd,,,,,,
01f69c60e9014708,,,,,,
01f6dd77b8657ea3,,,,,,
01f701e98814d39f,,,,,,
01f731449eb8b6b3,,,,,,
01f9f5180a5710df,,,,,,
01fa4cc8b3e1d451,,,,,,
01fb0ee47c013dcd,,,,,,
01fc7740970dde12,,,,,,
01fd19412e0ca27a,,,,,,
01fe6edc3501bd97,,,,,,
01ff71ffe3076ba5,,,,,,
01ff7453e352609d,,,,,,
01ff921c21d6b9fb,,,,,,
01fff6110282bba7,,,,,,
020176b508eb7cfd,,,,,,
020184c77746ee48,,,,,,
020314bca6eede81,,,,,,
02039486a5ec7226,,,,,,
02046058935d0121,,,,,,
0204e143e4da078c,,,,,,
0204ff69bd00b8e9,,,,,,
0207ab2b69d1adcc,,,,,,
0207d0142c725902,,,,,,
0208ede963ad0e0e,,,,,,
020aac5d42dac2dd,,,,,,
020d015f116bd6ad,,,,,,
020eb3a1af28453f,,,,,,
020ef32cd940b098,,,,,,
0210123299a1074c,,,,,,
0210923338a16dfd,,,,,,
0210cc249884931d,,,,,,
02110f3abb6d7c4b,,,,,,
02114bfb87301041,,,,,,
021470988d8f6b9a,,,,,,
0215900764a98825,,,,,,
02180f1c062c82c8,,,,,,
021b4b028f98720c,,,,,,
021c0f6b3adb1944,,,,,,
021fbcebb9241322,,,,,,
021fc94b7b628f72,,,,,,
02202e22223adbe3,,,,,,
0221024416a5e0b1,,,,,,
0221c9d6b6c4e107,,,,,,
02236521db03d5b2,,,,,,
0224b8af1979177b,,,,,,
0225099126d95215,,,,,,
0225444c1505a0c7,,,,,,
022815847bae0e8a,,,,,,
0228b8578f138759,,,,,,
022a235b54458422,,,,,,
022abf8dd945e148,,,,,,
022d1d7badabd6ae,,,,,,
022e13b2318da6e6,,,,,,
022ea3e2b6e0a367,,,,,,
02334ec642a034db,,,,,,
02350dbd27b9bdb2,,,,,,
02356b57000827dc,,,,,,
0235bd20cd53396c,,,,,,
0235f6ecd3566f07,,,,,,
02364c192080d2a0,,,,,,
0239d5ffe2243563,,,,,,
0239d6f5ba13dfec,,,,,,
023b166ac98f526f,,,,,,
023c0abf1adc7bf9,,,,,,
023ca2f6f57bd009,,,,,,
023d9196bb09858a,,,,,,
023e7987739980d2,,,,,,
0240ae39a36b4da7,,,,,,
0241380eb406a809,,,,,,
024194e9d159c3f1,,,,,,
02421f9c5e97ac9f,,,,,,
02431c43fd169432,,,,,,
0244cee92458705a,,,,,,
024a65670cdcf4a7,,,,,,
024ac837bbd1df10,,,,,,
024e8a6a97024663,,,,,,
024ffa8c8c8d2306,,,,,,
02511a5f1990bec2,,,,,,
025163fe4704aab2,,,,,,
0251d5a45cca3a84,,,,,,
0254650c58b4729a,,,,,,
0258991143c04715,,,,,,
025c91c45abb17d8,,,,,,
025d45d14a2e030a,,,,,,
025d58db0ab482db,,,,,,
025fdb55d8bda4df,,,,,,
026251346630f585,,,,,,
0262720db5fb7edd,,,,,,
02627f33e8021aac,,,,,,
02628bac59455ffe,,,,,,
02631483a91a70a7,,,,,,
026460a698a91698,,,,,,
026512e16da10eec,,,,,,
02656c76f06d8b25,,,,,,
02657df062bf5c1f,,,,,,
026582caea6032fe,,,,,,
0268c4571808e8a5,,,,,,
026a4f0aa4d0393e,,,,,,
026ac68e751e5641,,,,,,
026d01ace14047cb,,,,,,
026d0e432a00bcf9,,,,,,
